lat,lon
51.48129160000001,-0.4510112
51.474005,-0.4509991
51.47819910000001,-0.4460810000000001
51.47819910000001,-0.4460810000000001
51.4741456,-0.4515622
51.4801463,-0.4411027
51.479669,-0.4410238
38.78177460000001,-9.1375444
38.7744221,-9.1291947
38.771939,-9.1289106
38.7694328,-9.1244026
38.74298710000001,-9.1477802
38.7128158,-9.139833099999999
38.7110495,-9.1397388
38.71192420000001,-9.1374341
38.711283,-9.138796800000001
38.707192299999996,-9.1368245
38.7096234,-9.1306099
38.715637,-9.1205578
38.7143626,-9.1306584
38.7143734,-9.134548599999999
38.712536,-9.133149900000001
38.71197700000001,-9.141787800000001
38.71383400000001,-9.1344059
38.7124623,-9.133155699999998
38.713181299999995,-9.1353435
38.7127963,-9.136014300000001
38.711812200000004,-9.1372845
38.711796899999996,-9.137317699999999
38.7118745,-9.1373306
38.7119086,-9.137345199999999
38.7118862,-9.1373517
38.711871200000004,-9.137317800000002
38.7118761,-9.1373146
38.7118605,-9.137332
38.7118783,-9.1373423
38.711888099999996,-9.1373381
38.711888,-9.137336300000001
38.711864,-9.137323599999998
38.7118701,-9.1373246
38.7118691,-9.137326
38.7118984,-9.1373365
38.71190170000001,-9.1373634
38.7119172,-9.137360000000001
38.711864,-9.1373269
38.7118984,-9.1373325
38.7118599,-9.1373306
38.7118624,-9.1373252
38.71190120000001,-9.1373462
38.7119,-9.1373414
38.711841899999996,-9.137305900000001
38.7118694,-9.1373598
38.7118745,-9.137277099999999
38.7118599,-9.1373605
38.7118716,-9.1373753
38.7118391,-9.1373052
38.714283200000004,-9.139726699999999
38.71407070000001,-9.1220166
38.7236556,-9.1152921
38.7249729,-9.1149007
38.72521939999999,-9.1149853
38.72310750000001,-9.1133736
38.7139855,-9.1220591
38.7068412,-9.145749499999999
38.697187899999996,-9.201723800000002
38.697929200000004,-9.205809599999998
38.6944173,-9.2046919
38.70023920000001,-9.2047133
38.6991942,-9.205035699999998
38.6979296,-9.2058097
38.693779600000006,-9.2063634
38.6934236,-9.211898800000002
38.6919442,-9.215560499999999
38.6933087,-9.2153549
38.692087799999996,-9.2152758
38.694590999999996,-9.2044774
38.7025124,-9.1805038
38.70634520000001,-9.1485781
38.7099732,-9.1365704
38.7084192,-9.136322300000002
38.7084872,-9.1360221
38.7084677,-9.1362298
38.7121451,-9.1375105
38.713462,-9.139126
38.711902200000004,-9.1373228
38.7118754,-9.1373319
38.7118706,-9.1373373
38.7118818,-9.1372978
38.711855799999995,-9.1373144
38.7126314,-9.137655699999998
38.7118513,-9.1373304
38.71142570000001,-9.1375604
38.7114167,-9.137544300000002
38.711955700000004,-9.137407000000001
38.7118752,-9.137303900000001
38.7118807,-9.137370599999999
38.7118811,-9.1373132
38.71186820000001,-9.137282199999998
38.7118545,-9.1373102
38.7118458,-9.1372971
38.7118342,-9.1372666
38.7118744,-9.137336900000001
38.7118606,-9.1372976
38.71189129999999,-9.1373243
38.711891200000004,-9.1373147
38.7118725,-9.137329800000002
38.7118619,-9.1373299
38.711879700000004,-9.1373259
38.711865100000004,-9.1373191
38.7118551,-9.1373139
38.7118624,-9.1373238
38.7118485,-9.1373063
38.7118506,-9.1372903
38.71182320000001,-9.1372686
38.71186820000001,-9.1373055
38.711842,-9.137305
38.7119013,-9.1373779
38.7135442,-9.13725
38.7147339,-9.140701199999999
38.71472410000001,-9.140875300000001
